type_dossier,cumul_crd_immo,nbr_credit_immo,cumul_crd_conso,nbr_credit_conso,nbr_enfants,emprunteur_salaire,coemprunteur_salaire,emprunteur.situation_familiale.libelle,emprunteur.intitule,emprunteur.allocation_familiale,emprunteur.anciennete,emprunteur.dette_divers.retard_loyer,emprunteur.dette_divers.retard_impot,emprunteur.dette_divers.decouvert,emprunteur.charge.loyer,emprunteur.charge.charge_courante,emprunteur.complement.tresorerie,emprunteur.complement_banque.huissier,emprunteur.nombre_rejets,emprunteur.estimation_retraite,coemprunteur.situation_familiale.libelle,coemprunteur.intitule,coemprunteur.allocation_familiale,coemprunteur.anciennete,coemprunteur.nombre_rejets,coemprunteur.estimation_retraite,est_encaisse,emprunteur_subventions,coemprunteur_subventions,type_contrat_menage,CategorieDPT,age_cat,co_age_cat
proprietaire,118327.0,1.0,10655.0,2.0,0,1719.0,0.0,Divorcé(e),Monsieur,0.0,2.0,0.0,0.0,0.0,1000.0,0.0,10000.0,False,0,40.92857142857142,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,40-45,10
proprietaire,0.0,0.0,58000.0,5.0,0,3600.0,0.0,Veuf/Veuve,Monsieur,0.0,0.0,0.0,0.0,3000.0,630.0,0.0,3000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,3,70+,10
proprietaire,50000.0,1.0,30000.0,2.0,0,3500.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,41.666666666666664,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,55-60,10
proprietaire,55000.0,1.0,12000.0,2.0,2,2000.0,0.0,Célibataire,Monsieur,0.0,2.0,0.0,0.0,0.0,0.0,0.0,75000.0,False,0,47.61904761904761,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,TNS,1,50-55,10
proprietaire,90000.0,1.0,28000.0,4.0,2,2375.0,0.0,Divorcé(e),Madame,0.0,29.0,0.0,0.0,300.0,0.0,0.0,5000.0,False,0,819.9404761904761,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,45-50,10
proprietaire,1.0,1.0,10002.0,3.0,2,1855.43,0.0,Marié(e),Monsieur,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2000.0,False,0,397.59214285714285,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,40-45,10
locataire,0.0,0.0,27400.0,6.0,1,1902.0,0.0,Célibataire,Madame,0.0,6.0,0.0,0.0,300.0,400.0,0.0,5000.0,False,0,135.85714285714286,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,47.0,0.0,CDI,4,55-60,10
proprietaire,50000.0,1.0,35000.0,2.0,0,1900.0,0.0,Divorcé(e),Monsieur,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20000.0,False,0,22.619047619047617,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,SANS EMPLOI,2,60-65,10
proprietaire,0.0,0.0,28828.41,4.0,1,2354.91,1700.0,Marié(e),Monsieur,0.0,22.0,0.0,0.0,0.0,1000.0,0.0,56000.0,False,0,616.7621428571429,Marié(e),Monsieur,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,55-60,4
proprietaire,0.0,0.0,35001.0,3.0,2,2499.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,55-60,10
proprietaire,200000.0,1.0,114000.0,2.0,0,4000.0,1600.0,Marié(e),Monsieur,0.0,20.0,0.0,0.0,0.0,0.0,0.0,15000.0,False,0,952.3809523809523,Marié(e),Monsieur,0.0,10.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,55-60,7
locataire,284001.0,3.0,934.0,1.0,0,3200.0,0.0,Célibataire,Madame,0.0,0.0,0.0,0.0,0.0,869.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,55-60,10
proprietaire,11215.74,2.0,8659.7,3.0,0,0.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,630.0,0.0,3000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,902.7,0.0,INCONNU,1,60-65,10
proprietaire,67224.0,1.0,19500.0,3.0,1,1370.0,0.0,Concubins,Madame,0.0,0.0,0.0,0.0,1200.0,630.0,0.0,5000.0,False,0,0.0,Concubins,Monsieur,0.0,0.0,0.0,0.0,non_encaisse,0.0,919.0,CDI,1,60-65,7
proprietaire,0.0,0.0,22734.5,7.0,0,1807.0,0.0,Veuf/Veuve,Monsieur,0.0,12.0,0.0,0.0,1000.0,0.0,0.0,0.0,False,0,258.1428571428571,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,1,70+,10
proprietaire,0.0,0.0,39999.0,3.0,1,3000.0,0.0,Célibataire,Madame,0.0,1.0,0.0,0.0,0.0,1000.0,0.0,5000.0,False,0,35.714285714285715,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,45-50,10
proprietaire,150000.0,1.0,25000.0,2.0,3,2500.0,2500.0,Marié(e),Monsieur,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10000.0,False,0,29.76190476190476,Marié(e),Monsieur,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,60-65,7
proprietaire,132000.0,1.0,30000.0,2.0,0,2200.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,False,0,26.19047619047619,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,50-55,10
proprietaire,0.0,0.0,43400.0,3.0,0,3000.0,1350.0,Marié(e),Monsieur,0.0,36.0,0.0,0.0,1000.0,0.0,0.0,20000.0,False,0,1285.7142857142856,Marié(e),Madame,0.0,7.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,55-60,7
locataire,0.0,0.0,39771.130000000005,3.0,1,1200.0,2226.0,Marié(e),Madame,0.0,15.0,0.0,0.0,0.0,832.47,0.0,0.0,False,0,214.28571428571428,Marié(e),Monsieur,0.0,21.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,60-65,6
proprietaire,0.0,0.0,15000.0,2.0,2,1875.0,0.0,Célibataire,Madame,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,45-50,10
proprietaire,0.0,0.0,15418.12,3.0,2,2211.76,0.0,Célibataire,Madame,0.0,2.0,0.0,0.0,1018.78,900.0,0.0,13000.0,False,0,52.66095238095238,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,45-50,10
locataire,0.0,0.0,69475.0,11.0,0,2100.0,1200.0,Marié(e),Monsieur,0.0,1.0,0.0,0.0,2600.0,980.0,0.0,3000.0,False,0,25.0,Marié(e),Madame,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,1,70+,8
proprietaire,75000.0,1.0,15000.0,3.0,0,1750.0,0.0,Marié(e),Monsieur,0.0,17.0,0.0,0.0,0.0,1000.0,0.0,5000.0,False,0,354.1666666666667,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,2,55-60,10
locataire,0.0,0.0,22482.37,3.0,2,2531.58,0.0,Concubins,Monsieur,0.0,1.0,0.0,0.0,1000.0,640.0,0.0,6000.0,False,0,30.13785714285714,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,40-45,10
locataire,50000.0,1.0,100000.0,8.0,0,3800.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,250.0,0.0,6000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,1,70+,10
locataire,0.0,0.0,42100.0,3.0,1,2200.0,0.0,Séparé(e),Monsieur,0.0,24.0,0.0,0.0,500.0,0.0,0.0,3000.0,False,0,628.5714285714286,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,50-55,10
proprietaire,104436.0,1.0,78872.0,3.0,3,5300.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,630.0,0.0,5000.0,False,0,63.095238095238095,Célibataire,Monsieur,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,50-55,3
locataire,0.0,0.0,15999.0,3.0,0,2000.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,400.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,0,60-65,10
locataire,0.0,0.0,19000.0,2.0,0,2300.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,600.0,0.0,10000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,0,70+,10
proprietaire,0.0,0.0,24300.0,4.0,2,2300.0,1500.0,Concubins,Monsieur,148.52,6.0,0.0,0.0,1500.0,1000.0,0.0,80000.0,False,0,164.28571428571428,Concubins,Monsieur,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,35-40,9
locataire,0.0,0.0,25000.0,3.0,0,2300.0,0.0,Marié(e),Monsieur,0.0,11.0,0.0,0.0,3000.0,439.0,0.0,0.0,False,0,301.1904761904762,Marié(e),Madame,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,45-50,3
locataire,0.0,0.0,50000.0,5.0,0,2100.0,1000.0,Marié(e),Monsieur,0.0,0.0,0.0,0.0,0.0,800.0,0.0,2000.0,False,0,0.0,Aucun coemprunteur,Monsieur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,2,70+,8
proprietaire,122500.0,1.0,113085.0,10.0,0,2500.0,1000.0,Concubins,Monsieur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,0.0,Concubins,Madame,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,35-40,2
proprietaire,51000.0,1.0,51999.0,3.0,1,4500.0,0.0,Marié(e),Monsieur,0.0,1.0,0.0,0.0,0.0,1000.0,0.0,5000.0,False,0,53.57142857142857,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,50-55,10
proprietaire,100002.0,3.0,88500.0,7.0,0,2925.0,0.0,Célibataire,Monsieur,0.0,32.0,0.0,0.0,2700.0,0.0,0.0,3000.0,False,0,1114.2857142857142,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,55-60,10
proprietaire,0.0,0.0,72389.0,2.0,0,3000.0,0.0,Veuf/Veuve,Monsieur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,1,70+,10
locataire,0.0,0.0,78531.0,3.0,0,4921.83,0.0,Divorcé(e),Monsieur,0.0,3.0,0.0,0.0,0.0,799.0,0.0,2000.0,False,0,175.77964285714285,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,35-40,10
proprietaire,192000.0,1.0,19300.0,3.0,2,3762.0,0.0,Célibataire,Madame,0.0,8.0,0.0,0.0,100.0,0.0,0.0,15000.0,False,0,358.2857142857143,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,400.0,0.0,CDI,1,40-45,10
proprietaire,171733.0,2.0,32208.0,4.0,3,2615.41,2000.0,Concubins,Madame,338.8,5.0,0.0,1800.0,0.0,900.0,0.0,2000.0,False,0,155.67916666666665,Concubins,Monsieur,0.0,2.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,35-40,2
proprietaire,0.0,0.0,15800.0,3.0,2,3750.0,1700.0,Marié(e),Monsieur,0.0,13.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,580.3571428571429,Marié(e),Madame,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,3,50-55,4
locataire,0.0,0.0,24102.5,7.0,0,2100.0,0.0,Divorcé(e),Madame,0.0,1.0,0.0,0.0,0.0,580.0,0.0,1000.0,False,0,25.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,1,60-65,10
proprietaire,94435.53,1.0,40519.71,5.0,3,3630.99,916.0,Marié(e),Monsieur,319.0,24.0,0.0,0.0,2797.0,0.0,770.0,8000.0,False,2,1037.425714285714,Marié(e),Madame,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,50-55,4
proprietaire,0.0,0.0,7459.01,2.0,4,3087.0,0.0,Séparé(e),Madame,0.0,31.0,0.0,0.0,1500.0,0.0,1.0,5000.0,False,0,1139.25,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,300.0,0.0,CDI,0,50-55,10
proprietaire,25693.33,1.0,30487.8,3.0,0,1490.0,0.0,Pacsé(e),Monsieur,0.0,5.0,0.0,0.0,0.0,1000.0,0.0,5000.0,False,0,88.69047619047619,Pacsé(e),Madame,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,55-60,7
proprietaire,0.0,0.0,57430.0,5.0,0,4900.0,0.0,Marié(e),Monsieur,0.0,11.0,0.0,0.0,0.0,0.0,0.0,50000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,2,70+,10
proprietaire,0.0,0.0,13000.0,2.0,1,2416.0,0.0,Concubins,Monsieur,0.0,3.0,0.0,0.0,0.0,1000.0,0.0,30000.0,False,0,86.28571428571428,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,TNS,1,25-30,10
proprietaire,75000.0,1.0,35000.0,2.0,0,2100.0,0.0,Divorcé(e),Monsieur,0.0,1.0,0.0,0.0,0.0,630.0,0.0,2000.0,False,0,25.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,3,55-60,10
proprietaire,0.0,0.0,45000.0,4.0,0,3000.0,0.0,Veuf/Veuve,Madame,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,142.85714285714286,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,1,70+,10
locataire,0.0,0.0,49998.0,6.0,0,4000.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,1217.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,1,45-50,10
locataire,0.0,0.0,36300.0,3.0,2,2040.83,0.0,Marié(e),Monsieur,0.0,4.5,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,109.33017857142856,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,30-35,10
proprietaire,250000.0,1.0,73693.34,7.0,2,3655.83,2100.0,Concubins,Monsieur,148.52,4.0,0.0,0.0,1500.0,0.0,0.0,20000.0,False,0,174.08714285714285,Concubins,Monsieur,0.0,3.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,35-40,2
proprietaire,144218.0,2.0,88452.84,6.0,0,2800.0,3250.0,Marié(e),Madame,0.0,2.0,0.0,0.0,0.0,0.0,0.0,75000.0,False,0,66.66666666666666,Marié(e),Monsieur,0.0,23.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,40-45,4
proprietaire,0.0,0.0,51045.0,2.0,0,1200.0,2010.0,Marié(e),Madame,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25000.0,False,0,14.285714285714285,Marié(e),Monsieur,0.0,6.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,2,60-65,8
proprietaire,0.0,0.0,44000.0,4.0,2,1668.33,1140.0,Concubins,Monsieur,148.52,20.0,0.0,0.0,0.0,0.0,0.0,15000.0,False,0,397.22142857142853,Concubins,Madame,0.0,20.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,40-45,4
proprietaire,0.0,0.0,69999.0,3.0,0,3500.0,0.0,Célibataire,Madame,0.0,1.0,0.0,0.0,0.0,630.0,0.0,10000.0,False,0,41.666666666666664,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,0,70+,10
proprietaire,131000.0,1.0,72400.0,4.0,1,2843.0,0.0,Célibataire,Madame,0.0,19.0,0.0,0.0,1500.0,0.0,0.0,0.0,False,0,643.0595238095239,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,50-55,10
proprietaire,0.0,0.0,103000.0,7.0,0,3833.0,1077.91,Concubins,Madame,0.0,17.0,0.0,0.0,0.0,73.0,0.0,0.0,False,0,775.7261904761905,Concubins,Monsieur,0.0,4.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,55-60,3
proprietaire,124000.0,2.0,0.0,0.0,0,2499.0,1499.0,Marié(e),Madame,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,29.75,Marié(e),Monsieur,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,40-45,3
proprietaire,0.0,0.0,5000.0,2.0,0,1400.0,0.0,Célibataire,Madame,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,0,60-65,10
proprietaire,75973.0,2.0,47000.0,8.0,1,1150.0,1679.0,Marié(e),Monsieur,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,False,0,13.69047619047619,Marié(e),Madame,0.0,2.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,70+,3
proprietaire,150000.0,1.0,30000.0,4.0,2,4000.0,0.0,Célibataire,Monsieur,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10000.0,False,0,142.85714285714286,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,35-40,10
proprietaire,0.0,0.0,30000.0,2.0,0,3500.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,630.0,0.0,10000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,1,70+,10
proprietaire,160000.0,1.0,74500.0,5.0,0,1800.0,1800.0,Marié(e),Monsieur,0.0,4.0,0.0,0.0,300.0,0.0,0.0,0.0,False,0,85.71428571428571,Marié(e),Monsieur,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,2,70+,4
proprietaire,0.0,0.0,60800.0,2.0,3,2658.0,410.0,Marié(e),Monsieur,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,221.5,Marié(e),Madame,0.0,7.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,40-45,2
locataire,0.0,0.0,498.0,1.0,0,1426.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,630.0,0.0,500.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,1,30-35,10
proprietaire,260646.0,1.0,18000.0,1.0,0,3000.0,2400.0,Pacsé(e),Madame,0.0,6.0,0.0,0.0,300.0,1.0,0.0,5000.0,False,0,214.28571428571428,Pacsé(e),Monsieur,0.0,3.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,25-30,0
proprietaire,0.0,0.0,72389.0,2.0,0,3000.0,0.0,Veuf/Veuve,Monsieur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,1,70+,10
proprietaire,50000.0,1.0,15684.0,2.0,2,2500.0,2400.0,Marié(e),Monsieur,0.0,1.0,0.0,0.0,0.0,1000.0,0.0,10000.0,False,0,29.76190476190476,Marié(e),Monsieur,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,40-45,2
proprietaire,101000.0,2.0,34000.0,2.0,0,3750.0,0.0,Marié(e),Monsieur,0.0,18.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,803.5714285714286,Marié(e),Madame,0.0,0.1,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,55-60,5
proprietaire,153000.0,1.0,52100.0,3.0,1,2750.0,833.0,Marié(e),Monsieur,0.0,20.0,0.0,0.0,0.0,900.0,0.0,7000.0,False,0,654.7619047619047,Marié(e),Monsieur,0.0,3.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,35-40,1
locataire,0.0,0.0,33768.0,4.0,0,3380.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,583.0,0.0,10000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,2,35-40,10
proprietaire,120000.0,1.0,38000.0,1.0,3,3200.0,0.0,Marié(e),Monsieur,0.0,1.0,0.0,0.0,0.0,1000.0,0.0,5000.0,False,0,38.095238095238095,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,35-40,10
proprietaire,62000.0,1.0,64600.0,2.0,0,1850.0,0.0,Veuf/Veuve,Madame,0.0,6.0,0.0,0.0,500.0,0.0,0.0,0.0,False,5,132.14285714285714,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,355.67,0.0,RETRAITE,1,70+,10
locataire,0.0,0.0,55928.0,4.0,0,13760.77,0.0,Divorcé(e),Monsieur,0.0,15.0,0.0,0.0,8500.0,1100.0,0.0,20000.0,False,0,2457.280357142857,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,TNS,1,50-55,10
locataire,0.0,0.0,33439.0,6.0,2,2827.0,0.0,Divorcé(e),Madame,0.0,0.0,0.0,0.0,3000.0,650.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,40-45,10
proprietaire,0.0,0.0,10000.0,3.0,2,2611.11,1750.0,Marié(e),Madame,148.52,17.0,0.0,0.0,1500.0,0.0,0.0,2000.0,False,2,528.4389285714286,Marié(e),Monsieur,0.0,12.0,0.0,0.0,encaisse,0.0,0.0,CDI,3,40-45,5
locataire,0.0,0.0,17500.0,4.0,3,2246.91,0.0,Pacsé(e),Monsieur,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,3000.0,False,3,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,35-40,10
proprietaire,99000.0,1.0,34000.0,4.0,0,3500.0,0.0,Célibataire,Madame,0.0,1.0,0.0,0.0,0.0,630.0,0.0,10000.0,False,0,41.666666666666664,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,50-55,10
proprietaire,25000.0,1.0,16000.0,1.0,0,3500.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,630.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,0,55-60,10
proprietaire,120000.0,1.0,27000.0,3.0,1,1835.0,3725.0,Marié(e),Madame,0.0,1.0,0.0,0.0,0.0,1000.0,0.0,5000.0,False,0,21.845238095238095,Marié(e),Monsieur,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,50-55,6
proprietaire,100000.0,1.0,90000.0,2.0,0,2200.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,1000.0,0.0,5000.0,False,0,26.19047619047619,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,25-30,10
locataire,0.0,0.0,27999.0,3.0,0,1500.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,300.0,0.0,5000.0,False,0,17.857142857142858,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,70+,10
proprietaire,0.0,0.0,83070.84,18.0,4,2408.46,2224.23,Marié(e),Madame,498.16,7.6,0.0,0.0,1500.0,0.0,480.0,5000.0,False,0,217.9082857142857,Marié(e),Monsieur,0.0,10.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,40-45,5
proprietaire,140000.0,1.0,2400.0,1.0,0,2030.0,0.0,Divorcé(e),Monsieur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,2,70+,10
proprietaire,0.0,0.0,128260.69,6.0,2,2941.66,1616.16,Marié(e),Monsieur,0.0,30.0,0.0,0.0,2180.0,0.0,1012.5,1499.93,False,13,1050.5928571428572,Marié(e),Madame,0.0,20.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,55-60,6
proprietaire,38000.0,1.0,31500.0,5.0,0,2200.0,0.0,Célibataire,Monsieur,0.0,10.0,0.0,0.0,0.0,1000.0,0.0,5000.0,False,0,261.90476190476187,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,encaisse,0.0,0.0,RETRAITE,2,70+,10
proprietaire,107000.0,1.0,35000.0,2.0,0,2100.0,0.0,Divorcé(e),Monsieur,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,False,0,25.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,2,70+,10
locataire,0.0,0.0,63475.36,5.0,2,1899.49,3002.0,Marié(e),Monsieur,148.52,2.0,0.0,0.0,800.0,1345.0,0.0,1600.0,False,0,45.22595238095238,Marié(e),Madame,0.0,5.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,50-55,4
